,Name,Direction,FarEndPoint,StartPoint,EndPoint,EstTime,time
821,PIE,1,UPPER JURONG RD,KIM KEAT LINK,THOMSON RD,1,"01/28/2021, 12:00:04"
822,PIE,1,UPPER JURONG RD,THOMSON RD,WHITLEY RD,1,"01/28/2021, 12:00:04"
823,PIE,1,UPPER JURONG RD,WHITLEY RD,ADAM RD,3,"01/28/2021, 12:00:04"
824,PIE,1,UPPER JURONG RD,ADAM RD,ENG NEO AVE,2,"01/28/2021, 12:00:04"
825,PIE,1,UPPER JURONG RD,ENG NEO AVE,PIE/BKE INTERCHANGE,2,"01/28/2021, 12:00:04"
826,PIE,1,UPPER JURONG RD,PIE/BKE INTERCHANGE,CLEMENTI RD,2,"01/28/2021, 12:00:04"
827,PIE,1,UPPER JURONG RD,CLEMENTI RD,CLEMENTI AVE 6,3,"01/28/2021, 12:00:04"
828,PIE,1,UPPER JURONG RD,CLEMENTI AVE 6,BUKIT BATOK EAST AVE 3,0,"01/28/2021, 12:00:04"
829,PIE,1,UPPER JURONG RD,BUKIT BATOK EAST AVE 3,JURONG TOWN HALL RD,5,"01/28/2021, 12:00:04"
830,PIE,1,UPPER JURONG RD,JURONG TOWN HALL RD,JURONG EAST AVE 1,1,"01/28/2021, 12:00:04"
831,PIE,1,UPPER JURONG RD,JURONG EAST AVE 1,JURONG WEST AVE 2,1,"01/28/2021, 12:00:04"
832,PIE,1,UPPER JURONG RD,JURONG WEST AVE 2,PIE/KJE INTERCHANGE,1,"01/28/2021, 12:00:04"
833,PIE,1,UPPER JURONG RD,PIE/KJE INTERCHANGE,JALAN BAHAR,2,"01/28/2021, 12:00:04"
834,PIE,1,UPPER JURONG RD,JALAN BAHAR,PIONEER RD NORTH,1,"01/28/2021, 12:00:04"
835,PIE,1,UPPER JURONG RD,PIONEER RD NORTH,UPPER JURONG RD,3,"01/28/2021, 12:00:04"
836,PIE,2,CHANGI AIRPORT,UPPER JURONG RD,PIONEER RD NORTH,2,"01/28/2021, 12:00:04"
837,PIE,2,CHANGI AIRPORT,PIONEER RD NORTH,JALAN BAHAR,1,"01/28/2021, 12:00:04"
838,PIE,2,CHANGI AIRPORT,JALAN BAHAR,PIE/KJE INTERCHANGE,1,"01/28/2021, 12:00:04"
839,PIE,2,CHANGI AIRPORT,PIE/KJE INTERCHANGE,JURONG RD,2,"01/28/2021, 12:00:04"
840,PIE,2,CHANGI AIRPORT,JURONG RD,JURONG TOWN HALL RD,3,"01/28/2021, 12:00:04"
841,PIE,2,CHANGI AIRPORT,JURONG TOWN HALL RD,BUKIT BATOK EAST AVE 3,2,"01/28/2021, 12:00:04"
842,PIE,2,CHANGI AIRPORT,BUKIT BATOK EAST AVE 3,CLEMENTI AVE 6,1,"01/28/2021, 12:00:04"
843,PIE,2,CHANGI AIRPORT,CLEMENTI AVE 6,BUKIT TIMAH RD,2,"01/28/2021, 12:00:04"
844,PIE,2,CHANGI AIRPORT,BUKIT TIMAH RD,PIE/BKE INTERCHANGE,2,"01/28/2021, 12:00:04"
845,PIE,2,CHANGI AIRPORT,PIE/BKE INTERCHANGE,ENG NEO AVE,2,"01/28/2021, 12:00:04"
846,PIE,2,CHANGI AIRPORT,ENG NEO AVE,LORNIE RD,2,"01/28/2021, 12:00:04"
847,PIE,2,CHANGI AIRPORT,LORNIE RD,WHITLEY RD,2,"01/28/2021, 12:00:04"
848,PIE,2,CHANGI AIRPORT,WHITLEY RD,THOMSON RD,1,"01/28/2021, 12:00:04"
849,PIE,2,CHANGI AIRPORT,THOMSON RD,KIM KEAT LINK,2,"01/28/2021, 12:00:04"
850,PIE,2,CHANGI AIRPORT,KIM KEAT LINK,PIE/CTE INTERCHANGE,1,"01/28/2021, 12:00:04"
851,PIE,2,CHANGI AIRPORT,PIE/CTE INTERCHANGE,KALLANG WAY,2,"01/28/2021, 12:00:04"
852,PIE,2,CHANGI AIRPORT,KALLANG WAY,PAYA LEBAR WAY,2,"01/28/2021, 12:00:04"
853,PIE,2,CHANGI AIRPORT,PAYA LEBAR WAY,JALAN EUNOS,2,"01/28/2021, 12:00:04"
854,PIE,2,CHANGI AIRPORT,JALAN EUNOS,BEDOK RESERVOIR RD,2,"01/28/2021, 12:00:04"
855,PIE,2,CHANGI AIRPORT,BEDOK RESERVOIR RD,BEDOK NORTH RD,0,"01/28/2021, 12:00:04"
856,PIE,2,CHANGI AIRPORT,BEDOK NORTH RD,TAMPINES AVE 5,3,"01/28/2021, 12:00:04"
857,PIE,2,CHANGI AIRPORT,TAMPINES AVE 5,SIMEI AVE,1,"01/28/2021, 12:00:04"
858,PIE,2,CHANGI AIRPORT,SIMEI AVE,TAMPINES ST 31,1,"01/28/2021, 12:00:04"
859,PIE,2,CHANGI AIRPORT,TAMPINES ST 31,PIE/TPE INTERCHANGE,1,"01/28/2021, 12:00:04"
860,PIE,2,CHANGI AIRPORT,PIE/TPE INTERCHANGE,PIE/ECP INTERCHANGE,3,"01/28/2021, 12:00:04"
861,SLE,1,BKE,CTE/SLE INTERCHANGE,YISHUN,3,"01/28/2021, 12:00:04"
862,SLE,1,BKE,YISHUN,UPPER THOMSON,2,"01/28/2021, 12:00:04"
863,SLE,1,BKE,UPPER THOMSON,MANDIA RD,3,"01/28/2021, 12:00:04"
864,SLE,1,BKE,MANDIA RD,WOODLANDS AVE 12,1,"01/28/2021, 12:00:04"
865,SLE,1,BKE,WOODLANDS AVE 12,WOODLANDS AVE 2,2,"01/28/2021, 12:00:04"
866,SLE,1,BKE,WOODLANDS AVE 2,BKE/SLE INTERCHANGE,2,"01/28/2021, 12:00:04"
867,SLE,2,CTE,BKE/SLE INTERCHANGE,WOODLANDS AVE 2,1,"01/28/2021, 12:00:04"
868,SLE,2,CTE,WOODLANDS AVE 2,WOODLANDS AVE 12,1,"01/28/2021, 12:00:04"
869,SLE,2,CTE,WOODLANDS AVE 12,MANDAI RD,1,"01/28/2021, 12:00:04"
870,SLE,2,CTE,MANDAI RD,UPPER THOMSON,2,"01/28/2021, 12:00:04"
871,SLE,2,CTE,UPPER THOMSON,LENTOR AVE,2,"01/28/2021, 12:00:04"
872,SLE,2,CTE,LENTOR AVE,TPE/PIE INTERCHANGE,2,"01/28/2021, 12:00:04"
873,SLE,2,CTE,TPE/PIE INTERCHANGE,YIO CHU KANG,1,"01/28/2021, 12:00:04"
874,SLE,2,CTE,YIO CHU KANG,CTE/SLE INTERCHANGE,1,"01/28/2021, 12:00:04"
875,TPE,1,CTE/SLE,PIE/TPE INTERCHANGE,TAMPINES AVE 7,1,"01/28/2021, 12:00:04"
876,TPE,1,CTE/SLE,TAMPINES AVE 7,TAMPINES AVE 12,2,"01/28/2021, 12:00:04"
877,TPE,1,CTE/SLE,TAMPINES AVE 12,PASIR RIS DRIVE 8,0,"01/28/2021, 12:00:04"
878,TPE,1,CTE/SLE,PASIR RIS DRIVE 8,TAMPINES ROAD,1,"01/28/2021, 12:00:04"
879,TPE,1,CTE/SLE,TAMPINES ROAD,TAMPINES AVE 10,1,"01/28/2021, 12:00:04"
880,TPE,1,CTE/SLE,TAMPINES AVE 10,LOR HALUS,2,"01/28/2021, 12:00:04"
881,TPE,1,CTE/SLE,LOR HALUS,PUNGGOL RD,2,"01/28/2021, 12:00:04"
882,TPE,1,CTE/SLE,PUNGGOL RD,SENGKANG EXIT,1,"01/28/2021, 12:00:04"
883,TPE,1,CTE/SLE,SENGKANG EXIT,JALAN KAYU,3,"01/28/2021, 12:00:04"
884,TPE,1,CTE/SLE,JALAN KAYU,SLE/CTE/TPE INTERCHANGE,2,"01/28/2021, 12:00:04"
885,TPE,2,PIE,SLE/CTE/TPE INTERCHANGE,JALAN KAYU,1,"01/28/2021, 12:00:04"
886,TPE,2,PIE,JALAN KAYU,SENGKANG EXIT,2,"01/28/2021, 12:00:04"
887,TPE,2,PIE,SENGKANG EXIT,PUNGGOL RD,1,"01/28/2021, 12:00:04"
888,TPE,2,PIE,PUNGGOL RD,LOR HARUS,3,"01/28/2021, 12:00:04"
889,TPE,2,PIE,LOR HARUS,PASIR RIS DRIVE 12,2,"01/28/2021, 12:00:04"
890,TPE,2,PIE,PASIR RIS DRIVE 12,ELIAS ROAD,3,"01/28/2021, 12:00:04"
891,TPE,2,PIE,ELIAS ROAD,PASIR RIS DRIVE 8,1,"01/28/2021, 12:00:04"
892,TPE,2,PIE,PASIR RIS DRIVE 8,TAMPINES AVE 7,2,"01/28/2021, 12:00:04"
893,TPE,2,PIE,TAMPINES AVE 7,LOYANG AVE,1,"01/28/2021, 12:00:04"
894,TPE,2,PIE,LOYANG AVE,PIE/TPE INTERCHANGE,1,"01/28/2021, 12:00:04"
895,AYE,1,TUAS CHECKPOINT,AYE/MCE INTERCHANGE,TELOK BLANGAH RD,2,"01/28/2021, 12:30:05"
896,AYE,1,TUAS CHECKPOINT,TELOK BLANGAH RD,LOWER DELTA RD,1,"01/28/2021, 12:30:05"
897,AYE,1,TUAS CHECKPOINT,LOWER DELTA RD,NORMANTON PARK,3,"01/28/2021, 12:30:05"
898,AYE,1,TUAS CHECKPOINT,NORMANTON PARK,NORTH BUONA VISTA RD,1,"01/28/2021, 12:30:05"
899,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,2,"01/28/2021, 12:30:05"
900,AYE,1,TUAS CHECKPOINT,CLEMENTI RD,WEST COAST RD,1,"01/28/2021, 12:30:05"
901,AYE,1,TUAS CHECKPOINT,WEST COAST RD,CLEMENTI AVE 6,1,"01/28/2021, 12:30:05"
902,AYE,1,TUAS CHECKPOINT,CLEMENTI AVE 6,JURONG TOWN HALL RD,2,"01/28/2021, 12:30:05"
903,AYE,1,TUAS CHECKPOINT,JURONG TOWN HALL RD,PENJURU RD,1,"01/28/2021, 12:30:05"
904,AYE,1,TUAS CHECKPOINT,PENJURU RD,JURONG PORT RD,2,"01/28/2021, 12:30:05"
905,AYE,1,TUAS CHECKPOINT,JURONG PORT RD,JURONG PIER RD,1,"01/28/2021, 12:30:05"
906,AYE,1,TUAS CHECKPOINT,JURONG PIER RD,PIONEER CIRCUS,2,"01/28/2021, 12:30:05"
907,AYE,1,TUAS CHECKPOINT,PIONEER CIRCUS,BENOI RD,2,"01/28/2021, 12:30:05"
908,AYE,1,TUAS CHECKPOINT,BENOI RD,AYE/PIE INTERCHANGE,2,"01/28/2021, 12:30:05"
909,AYE,1,TUAS CHECKPOINT,AYE/PIE INTERCHANGE,TUAS WEST RD,2,"01/28/2021, 12:30:05"
910,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,2,"01/28/2021, 12:30:05"
911,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,1,"01/28/2021, 12:30:05"
912,AYE,2,CITY,TUAS CHECKPOINT,TUAS WEST RD,1,"01/28/2021, 12:30:05"
913,AYE,2,CITY,TUAS WEST RD,AYE/PIE INTERCHANGE,2,"01/28/2021, 12:30:05"
914,AYE,2,CITY,AYE/PIE INTERCHANGE,BENOI RD,2,"01/28/2021, 12:30:05"
915,AYE,2,CITY,BENOI RD,PIONEER CIRCUS,2,"01/28/2021, 12:30:05"
916,AYE,2,CITY,PIONEER CIRCUS,JALAN BOON LAY,2,"01/28/2021, 12:30:05"
917,AYE,2,CITY,JALAN BOON LAY,YUAN CHING RD,2,"01/28/2021, 12:30:05"
918,AYE,2,CITY,YUAN CHING RD,JURONG TOWN HALL RD,3,"01/28/2021, 12:30:05"
919,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,2,"01/28/2021, 12:30:05"
920,AYE,2,CITY,CLEMENTI AVE 6,CLEMENTI AVE 2,1,"01/28/2021, 12:30:05"
921,AYE,2,CITY,CLEMENTI AVE 2,CLEMENTI RD,1,"01/28/2021, 12:30:05"
922,AYE,2,CITY,CLEMENTI RD,NORTH BUONA VISTA RD,2,"01/28/2021, 12:30:05"
923,AYE,2,CITY,NORTH BUONA VISTA RD,PORTSDOWN RD,1,"01/28/2021, 12:30:05"
924,AYE,2,CITY,PORTSDOWN RD,ALEXANDRA RD,1,"01/28/2021, 12:30:05"
925,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,3,"01/28/2021, 12:30:05"
926,AYE,2,CITY,LOWER DELTA RD,KEPPEL RD,1,"01/28/2021, 12:30:05"
927,AYE,2,CITY,KEPPEL RD,AYE/MCE INTERCHANGE,2,"01/28/2021, 12:30:05"
928,BKE,1,WOODLANDS CENTRE,BKE/PIE INTERCHANGE,DIARY FARM,2,"01/28/2021, 12:30:05"
929,BKE,1,WOODLANDS CENTRE,DIARY FARM,BUKIT PANJANG RD,1,"01/28/2021, 12:30:05"
930,BKE,1,WOODLANDS CENTRE,BUKIT PANJANG RD,BKE/KJE INTERCHANGE,2,"01/28/2021, 12:30:05"
931,BKE,1,WOODLANDS CENTRE,BKE/KJE INTERCHANGE,MANDAI RD,2,"01/28/2021, 12:30:05"
932,BKE,1,WOODLANDS CENTRE,MANDAI RD,BKE/SLE INTERCHANGE,1,"01/28/2021, 12:30:05"
933,BKE,1,WOODLANDS CENTRE,BKE/SLE INTERCHANGE,WOODLANDS AVE 3,1,"01/28/2021, 12:30:05"
934,BKE,1,WOODLANDS CENTRE,WOODLANDS AVE 3,WOODLANDS CENTRE,1,"01/28/2021, 12:30:05"
935,BKE,2,PIE,WOODLANDS CENTRE,BKE/SLE INTERCHANGE,1,"01/28/2021, 12:30:05"
936,BKE,2,PIE,BKE/SLE INTERCHANGE,MANDAI RD,2,"01/28/2021, 12:30:05"
937,BKE,2,PIE,MANDAI RD,BKE/KJE INTERCHANGE,2,"01/28/2021, 12:30:05"
938,BKE,2,PIE,BKE/KJE INTERCHANGE,BUKIT PANJANG RD,2,"01/28/2021, 12:30:05"
939,BKE,2,PIE,BUKIT PANJANG RD,DIARY FARM ROAD,1,"01/28/2021, 12:30:05"
940,BKE,2,PIE,DIARY FARM ROAD,BKE/PIE INTERCHANGE,3,"01/28/2021, 12:30:05"
941,CTE,1,SLE/CTE INTERCHANGE,AYE/CTE INTERCHANGE,OUTRAM RD,1,"01/28/2021, 12:30:05"
942,CTE,1,SLE/CTE INTERCHANGE,OUTRAM RD,CLEMENCEAU AVE,1,"01/28/2021, 12:30:05"
943,CTE,1,SLE/CTE INTERCHANGE,CLEMENCEAU AVE,MOULMEIN RD,4,"01/28/2021, 12:30:05"
944,CTE,1,SLE/CTE INTERCHANGE,MOULMEIN RD,JALAN BAHAGIA,1,"01/28/2021, 12:30:05"
945,CTE,1,SLE/CTE INTERCHANGE,JALAN BAHAGIA,CTE/PIE INTERCHANGE,1,"01/28/2021, 12:30:05"
946,CTE,1,SLE/CTE INTERCHANGE,CTE/PIE INTERCHANGE,BRADDELL RD,2,"01/28/2021, 12:30:05"
947,CTE,1,SLE/CTE INTERCHANGE,BRADDELL RD,AMK AVE 1,1,"01/28/2021, 12:30:05"
948,CTE,1,SLE/CTE INTERCHANGE,AMK AVE 1,AMK AVE 3,3,"01/28/2021, 12:30:05"
949,CTE,1,SLE/CTE INTERCHANGE,AMK AVE 3,AMK AVE 5,1,"01/28/2021, 12:30:05"
950,CTE,1,SLE/CTE INTERCHANGE,AMK AVE 5,YIO CHU KANG,1,"01/28/2021, 12:30:05"
951,CTE,1,SLE/CTE INTERCHANGE,YIO CHU KANG,SLE/CTE INTERCHANGE,1,"01/28/2021, 12:30:05"
952,CTE,2,CITY,SLE/CTE INTERCHANGE,AMK AVE 5,2,"01/28/2021, 12:30:05"
953,CTE,2,CITY,AMK AVE 5,AMK AVE 3,1,"01/28/2021, 12:30:05"
954,CTE,2,CITY,AMK AVE 3,AMK AVE 1,1,"01/28/2021, 12:30:05"
955,CTE,2,CITY,AMK AVE 1,BRADDELL RD,2,"01/28/2021, 12:30:05"
956,CTE,2,CITY,BRADDELL RD,CTE/PIE INTERCHANGE,1,"01/28/2021, 12:30:05"
957,CTE,2,CITY,CTE/PIE INTERCHANGE,MOULMEIN RD,2,"01/28/2021, 12:30:05"
958,CTE,2,CITY,MOULMEIN RD,BUKIT TIMAH RD,1,"01/28/2021, 12:30:05"
959,CTE,2,CITY,BUKIT TIMAH RD,CAIRNHILL CIRCLE,1,"01/28/2021, 12:30:05"
960,CTE,2,CITY,CAIRNHILL CIRCLE,ORCHARD RD,1,"01/28/2021, 12:30:05"
961,CTE,2,CITY,ORCHARD RD,HAVELOCK RD,2,"01/28/2021, 12:30:05"
962,CTE,2,CITY,HAVELOCK RD,OUTRAM RD,1,"01/28/2021, 12:30:05"
963,CTE,2,CITY,OUTRAM RD,AYE/CTE INTERCHANGE,1,"01/28/2021, 12:30:05"
964,ECP,1,CITY,CHANGI AIRPORT,ECP/PIE INTERCHANGE,1,"01/28/2021, 12:30:05"
965,ECP,1,CITY,ECP/PIE INTERCHANGE,XILIN AVE,2,"01/28/2021, 12:30:05"
966,ECP,1,CITY,XILIN AVE,ECP SERVICE RD,1,"01/28/2021, 12:30:05"
967,ECP,1,CITY,ECP SERVICE RD,BEDOK RD,4,"01/28/2021, 12:30:05"
968,ECP,1,CITY,BEDOK RD,MARINE PARADE,3,"01/28/2021, 12:30:05"
969,ECP,1,CITY,MARINE PARADE,FORT RD,3,"01/28/2021, 12:30:05"
970,ECP,1,CITY,FORT RD,ROCHOR RD,3,"01/28/2021, 12:30:05"
971,ECP,2,CHANGI AIRPORT,ROCHOR RD,FORT RD,3,"01/28/2021, 12:30:05"
972,ECP,2,CHANGI AIRPORT,FORT RD,TANJONG KATONG ROAD,1,"01/28/2021, 12:30:05"
973,ECP,2,CHANGI AIRPORT,TANJONG KATONG ROAD,MARINE PARADE,2,"01/28/2021, 12:30:05"
974,ECP,2,CHANGI AIRPORT,MARINE PARADE,MARINE VISTA,1,"01/28/2021, 12:30:05"
975,ECP,2,CHANGI AIRPORT,MARINE VISTA,SIGLAP RD,1,"01/28/2021, 12:30:05"
976,ECP,2,CHANGI AIRPORT,SIGLAP RD,BEDOK RD,1,"01/28/2021, 12:30:05"
977,ECP,2,CHANGI AIRPORT,BEDOK RD,ECP SERVICE RD,1,"01/28/2021, 12:30:05"
978,ECP,2,CHANGI AIRPORT,ECP SERVICE RD,BAYSHORE RD,1,"01/28/2021, 12:30:05"
979,ECP,2,CHANGI AIRPORT,BAYSHORE RD,XILIN AVE,4,"01/28/2021, 12:30:05"
980,ECP,2,CHANGI AIRPORT,XILIN AVE,CHANGI AIRPORT,2,"01/28/2021, 12:30:05"
981,KJE,1,PIE,BKE/KJE INTERCHANGE,WOODLANDS RD,2,"01/28/2021, 12:30:05"
982,KJE,1,PIE,WOODLANDS RD,CHOA CHU KANG WAY,2,"01/28/2021, 12:30:05"
983,KJE,1,PIE,CHOA CHU KANG WAY,SUNGEI TENGAH,1,"01/28/2021, 12:30:05"
984,KJE,1,PIE,SUNGEI TENGAH,KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER),4,"01/28/2021, 12:30:05"
985,KJE,2,BKE,KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER),SUNGEI TENGAH,3,"01/28/2021, 12:30:05"
986,KJE,2,BKE,SUNGEI TENGAH,CHOA CHU KANG WAY,2,"01/28/2021, 12:30:05"
987,KJE,2,BKE,CHOA CHU KANG WAY,WOODLANDS RD,2,"01/28/2021, 12:30:05"
988,KJE,2,BKE,WOODLANDS RD,BKE/KJE INTERCHANGE,3,"01/28/2021, 12:30:05"
989,PIE,1,UPPER JURONG RD,PIE/ECP INTERCHANGE,CHANGI SOUTH,1,"01/28/2021, 12:30:05"
990,PIE,1,UPPER JURONG RD,CHANGI SOUTH,PIE/TPE INTERCHANGE,1,"01/28/2021, 12:30:05"
991,PIE,1,UPPER JURONG RD,PIE/TPE INTERCHANGE,SIMEI,2,"01/28/2021, 12:30:05"
992,PIE,1,UPPER JURONG RD,SIMEI,TAMPINES TOWN,1,"01/28/2021, 12:30:05"
993,PIE,1,UPPER JURONG RD,TAMPINES TOWN,TAMPINES AVE 5,1,"01/28/2021, 12:30:05"
994,PIE,1,UPPER JURONG RD,TAMPINES AVE 5,JALAN EUNOS,4,"01/28/2021, 12:30:05"
995,PIE,1,UPPER JURONG RD,JALAN EUNOS,PAYA LEBAR WAY,2,"01/28/2021, 12:30:05"
996,PIE,1,UPPER JURONG RD,PAYA LEBAR WAY,BENDEMEER EXIT,2,"01/28/2021, 12:30:05"
997,PIE,1,UPPER JURONG RD,BENDEMEER EXIT,PIE/CTE (CITY) INTERCHANGE,1,"01/28/2021, 12:30:05"
998,PIE,1,UPPER JURONG RD,PIE/CTE (CITY) INTERCHANGE,PIE/CTE (SLE) INTERCHANGE,1,"01/28/2021, 12:30:05"
999,PIE,1,UPPER JURONG RD,PIE/CTE (SLE) INTERCHANGE,KIM KEAT LINK,1,"01/28/2021, 12:30:05"
1000,PIE,1,UPPER JURONG RD,KIM KEAT LINK,THOMSON RD,1,"01/28/2021, 12:30:05"
1001,PIE,1,UPPER JURONG RD,THOMSON RD,WHITLEY RD,1,"01/28/2021, 12:30:05"
1002,PIE,1,UPPER JURONG RD,WHITLEY RD,ADAM RD,2,"01/28/2021, 12:30:05"
1003,PIE,1,UPPER JURONG RD,ADAM RD,ENG NEO AVE,2,"01/28/2021, 12:30:05"
1004,PIE,1,UPPER JURONG RD,ENG NEO AVE,PIE/BKE INTERCHANGE,2,"01/28/2021, 12:30:05"
1005,PIE,1,UPPER JURONG RD,PIE/BKE INTERCHANGE,CLEMENTI RD,2,"01/28/2021, 12:30:05"
1006,PIE,1,UPPER JURONG RD,CLEMENTI RD,CLEMENTI AVE 6,2,"01/28/2021, 12:30:05"
1007,PIE,1,UPPER JURONG RD,CLEMENTI AVE 6,BUKIT BATOK EAST AVE 3,0,"01/28/2021, 12:30:05"
1008,PIE,1,UPPER JURONG RD,BUKIT BATOK EAST AVE 3,JURONG TOWN HALL RD,3,"01/28/2021, 12:30:05"
1009,PIE,1,UPPER JURONG RD,JURONG TOWN HALL RD,JURONG EAST AVE 1,1,"01/28/2021, 12:30:05"
1010,PIE,1,UPPER JURONG RD,JURONG EAST AVE 1,JURONG WEST AVE 2,1,"01/28/2021, 12:30:05"
1011,PIE,1,UPPER JURONG RD,JURONG WEST AVE 2,PIE/KJE INTERCHANGE,1,"01/28/2021, 12:30:05"
1012,PIE,1,UPPER JURONG RD,PIE/KJE INTERCHANGE,JALAN BAHAR,2,"01/28/2021, 12:30:05"
1013,PIE,1,UPPER JURONG RD,JALAN BAHAR,PIONEER RD NORTH,1,"01/28/2021, 12:30:05"
1014,PIE,1,UPPER JURONG RD,PIONEER RD NORTH,UPPER JURONG RD,3,"01/28/2021, 12:30:05"
1015,PIE,2,CHANGI AIRPORT,UPPER JURONG RD,PIONEER RD NORTH,2,"01/28/2021, 12:30:05"
1016,PIE,2,CHANGI AIRPORT,PIONEER RD NORTH,JALAN BAHAR,1,"01/28/2021, 12:30:05"
1017,PIE,2,CHANGI AIRPORT,JALAN BAHAR,PIE/KJE INTERCHANGE,1,"01/28/2021, 12:30:05"
1018,PIE,2,CHANGI AIRPORT,PIE/KJE INTERCHANGE,JURONG RD,2,"01/28/2021, 12:30:05"
1019,PIE,2,CHANGI AIRPORT,JURONG RD,JURONG TOWN HALL RD,3,"01/28/2021, 12:30:05"
1020,PIE,2,CHANGI AIRPORT,JURONG TOWN HALL RD,BUKIT BATOK EAST AVE 3,2,"01/28/2021, 12:30:05"
1021,PIE,2,CHANGI AIRPORT,BUKIT BATOK EAST AVE 3,CLEMENTI AVE 6,1,"01/28/2021, 12:30:05"
1022,PIE,2,CHANGI AIRPORT,CLEMENTI AVE 6,BUKIT TIMAH RD,2,"01/28/2021, 12:30:05"
1023,PIE,2,CHANGI AIRPORT,BUKIT TIMAH RD,PIE/BKE INTERCHANGE,2,"01/28/2021, 12:30:05"
1024,PIE,2,CHANGI AIRPORT,PIE/BKE INTERCHANGE,ENG NEO AVE,2,"01/28/2021, 12:30:05"
1025,PIE,2,CHANGI AIRPORT,ENG NEO AVE,LORNIE RD,2,"01/28/2021, 12:30:05"
1026,PIE,2,CHANGI AIRPORT,LORNIE RD,WHITLEY RD,2,"01/28/2021, 12:30:05"
1027,PIE,2,CHANGI AIRPORT,WHITLEY RD,THOMSON RD,1,"01/28/2021, 12:30:05"
1028,PIE,2,CHANGI AIRPORT,THOMSON RD,KIM KEAT LINK,2,"01/28/2021, 12:30:05"
1029,PIE,2,CHANGI AIRPORT,KIM KEAT LINK,PIE/CTE INTERCHANGE,1,"01/28/2021, 12:30:05"
1030,PIE,2,CHANGI AIRPORT,PIE/CTE INTERCHANGE,KALLANG WAY,2,"01/28/2021, 12:30:05"
1031,PIE,2,CHANGI AIRPORT,KALLANG WAY,PAYA LEBAR WAY,2,"01/28/2021, 12:30:05"
1032,PIE,2,CHANGI AIRPORT,PAYA LEBAR WAY,JALAN EUNOS,2,"01/28/2021, 12:30:05"
1033,PIE,2,CHANGI AIRPORT,JALAN EUNOS,BEDOK RESERVOIR RD,2,"01/28/2021, 12:30:05"
1034,PIE,2,CHANGI AIRPORT,BEDOK RESERVOIR RD,BEDOK NORTH RD,0,"01/28/2021, 12:30:05"
1035,PIE,2,CHANGI AIRPORT,BEDOK NORTH RD,TAMPINES AVE 5,3,"01/28/2021, 12:30:05"
1036,PIE,2,CHANGI AIRPORT,TAMPINES AVE 5,SIMEI AVE,1,"01/28/2021, 12:30:05"
1037,PIE,2,CHANGI AIRPORT,SIMEI AVE,TAMPINES ST 31,1,"01/28/2021, 12:30:05"
1038,PIE,2,CHANGI AIRPORT,TAMPINES ST 31,PIE/TPE INTERCHANGE,1,"01/28/2021, 12:30:05"
1039,PIE,2,CHANGI AIRPORT,PIE/TPE INTERCHANGE,PIE/ECP INTERCHANGE,3,"01/28/2021, 12:30:05"
1040,SLE,1,BKE,CTE/SLE INTERCHANGE,YISHUN,3,"01/28/2021, 12:30:05"
1041,SLE,1,BKE,YISHUN,UPPER THOMSON,2,"01/28/2021, 12:30:05"
1042,SLE,1,BKE,UPPER THOMSON,MANDIA RD,3,"01/28/2021, 12:30:05"
1043,SLE,1,BKE,MANDIA RD,WOODLANDS AVE 12,1,"01/28/2021, 12:30:05"
1044,SLE,1,BKE,WOODLANDS AVE 12,WOODLANDS AVE 2,2,"01/28/2021, 12:30:05"
1045,SLE,1,BKE,WOODLANDS AVE 2,BKE/SLE INTERCHANGE,2,"01/28/2021, 12:30:05"
1046,SLE,2,CTE,BKE/SLE INTERCHANGE,WOODLANDS AVE 2,1,"01/28/2021, 12:30:05"
1047,SLE,2,CTE,WOODLANDS AVE 2,WOODLANDS AVE 12,1,"01/28/2021, 12:30:05"
1048,SLE,2,CTE,WOODLANDS AVE 12,MANDAI RD,2,"01/28/2021, 12:30:05"
1049,SLE,2,CTE,MANDAI RD,UPPER THOMSON,2,"01/28/2021, 12:30:05"
1050,SLE,2,CTE,UPPER THOMSON,LENTOR AVE,2,"01/28/2021, 12:30:05"
1051,SLE,2,CTE,LENTOR AVE,TPE/PIE INTERCHANGE,2,"01/28/2021, 12:30:05"
1052,SLE,2,CTE,TPE/PIE INTERCHANGE,YIO CHU KANG,1,"01/28/2021, 12:30:05"
1053,SLE,2,CTE,YIO CHU KANG,CTE/SLE INTERCHANGE,1,"01/28/2021, 12:30:05"
1054,TPE,1,CTE/SLE,PIE/TPE INTERCHANGE,TAMPINES AVE 7,1,"01/28/2021, 12:30:05"
1055,TPE,1,CTE/SLE,TAMPINES AVE 7,TAMPINES AVE 12,2,"01/28/2021, 12:30:05"
1056,TPE,1,CTE/SLE,TAMPINES AVE 12,PASIR RIS DRIVE 8,0,"01/28/2021, 12:30:05"
1057,TPE,1,CTE/SLE,PASIR RIS DRIVE 8,TAMPINES ROAD,1,"01/28/2021, 12:30:05"
